current_ordinal	current_operation	current_process_outcome	current_provider_status	current_result_variant	normalized_leaf_id	request_artifact_expectation	session_field_state	url_observation_kind	url_session_relation	answer_field_state	raw_artifact_field_state	artifact_claim_result	send_predecessor_kind	prior_receipt_ids	prior_event_ids	provider_reason	provider_exit	payload_leaf	lifecycle_result_kind	lifecycle_reason	ok	lifecycle_status	lifecycle_exit	retryable	retry_owner	retry_delay_ms	retry_budget	receipt_count	receipt_sequence	persistence_event_sequence	side_effect	fixture_id	command_id	cwd	expected_provider_rc	expected_lifecycle_rc	state_oracle	receipt_oracle_sequence	side_effect_oracle
41	download	invocation_error	not_applicable	invocation_io_error	N041.ae-optional	ae.optional	request_present_provider_payload_absent	none	none	none	none	claim_not_started	none	none	none	provider.io_error	none	payload.N041.ae-optional	terminal.invocation_failure	provider.io_error	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N041.ae-optional	cmd.N041.ae-optional	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
41	download	invocation_error	not_applicable	invocation_io_error	N041.ae-required	ae.required	request_present_provider_payload_absent	none	none	none	none	claim_not_started	none	none	none	provider.io_error	none	payload.N041.ae-required	terminal.invocation_failure	provider.io_error	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N041.ae-required	cmd.N041.ae-required	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
42	download	invocation_error	not_applicable	invocation_stderr_too_large	N042.ae-claimed	ae.claimed	request_present_provider_payload_absent	none	none	none	none	claim_not_started	none	none	none	provider.stderr_too_large	none	payload.N042.ae-claimed	terminal.invocation_failure	provider.stderr_too_large	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N042.ae-claimed	cmd.N042.ae-claimed	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
42	download	invocation_error	not_applicable	invocation_stderr_too_large	N042.ae-none	ae.none	request_present_provider_payload_absent	none	none	none	none	claim_not_started	none	none	none	provider.stderr_too_large	none	payload.N042.ae-none	terminal.invocation_failure	provider.stderr_too_large	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N042.ae-none	cmd.N042.ae-none	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
42	download	invocation_error	not_applicable	invocation_stderr_too_large	N042.ae-optional	ae.optional	request_present_provider_payload_absent	none	none	none	none	claim_not_started	none	none	none	provider.stderr_too_large	none	payload.N042.ae-optional	terminal.invocation_failure	provider.stderr_too_large	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N042.ae-optional	cmd.N042.ae-optional	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
42	download	invocation_error	not_applicable	invocation_stderr_too_large	N042.ae-required	ae.required	request_present_provider_payload_absent	none	none	none	none	claim_not_started	none	none	none	provider.stderr_too_large	none	payload.N042.ae-required	terminal.invocation_failure	provider.stderr_too_large	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N042.ae-required	cmd.N042.ae-required	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
43	download	invocation_error	not_applicable	invocation_stdout_too_large	N043.ae-claimed	ae.claimed	request_present_provider_payload_absent	none	none	none	none	claim_not_started	none	none	none	provider.stdout_too_large	none	payload.N043.ae-claimed	terminal.invocation_failure	provider.stdout_too_large	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N043.ae-claimed	cmd.N043.ae-claimed	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
43	download	invocation_error	not_applicable	invocation_stdout_too_large	N043.ae-none	ae.none	request_present_provider_payload_absent	none	none	none	none	claim_not_started	none	none	none	provider.stdout_too_large	none	payload.N043.ae-none	terminal.invocation_failure	provider.stdout_too_large	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N043.ae-none	cmd.N043.ae-none	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
43	download	invocation_error	not_applicable	invocation_stdout_too_large	N043.ae-optional	ae.optional	request_present_provider_payload_absent	none	none	none	none	claim_not_started	none	none	none	provider.stdout_too_large	none	payload.N043.ae-optional	terminal.invocation_failure	provider.stdout_too_large	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N043.ae-optional	cmd.N043.ae-optional	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
43	download	invocation_error	not_applicable	invocation_stdout_too_large	N043.ae-required	ae.required	request_present_provider_payload_absent	none	none	none	none	claim_not_started	none	none	none	provider.stdout_too_large	none	payload.N043.ae-required	terminal.invocation_failure	provider.stdout_too_large	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N043.ae-required	cmd.N043.ae-required	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
44	download	invocation_error	not_applicable	invocation_timeout	N044.ae-claimed	ae.claimed	request_present_provider_payload_absent	none	none	none	none	claim_not_started	none	none	none	provider.timeout	none	payload.N044.ae-claimed	terminal.invocation_failure	provider.timeout	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N044.ae-claimed	cmd.N044.ae-claimed	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
44	download	invocation_error	not_applicable	invocation_timeout	N044.ae-none	ae.none	request_present_provider_payload_absent	none	none	none	none	claim_not_started	none	none	none	provider.timeout	none	payload.N044.ae-none	terminal.invocation_failure	provider.timeout	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N044.ae-none	cmd.N044.ae-none	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
44	download	invocation_error	not_applicable	invocation_timeout	N044.ae-optional	ae.optional	request_present_provider_payload_absent	none	none	none	none	claim_not_started	none	none	none	provider.timeout	none	payload.N044.ae-optional	terminal.invocation_failure	provider.timeout	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N044.ae-optional	cmd.N044.ae-optional	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
44	download	invocation_error	not_applicable	invocation_timeout	N044.ae-required	ae.required	request_present_provider_payload_absent	none	none	none	none	claim_not_started	none	none	none	provider.timeout	none	payload.N044.ae-required	terminal.invocation_failure	provider.timeout	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N044.ae-required	cmd.N044.ae-required	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
45	poll	exit_0	artifact.controls_absent	artifact_controls_absent	N045.ae-claimed	ae.claimed	present_nonempty_validated	conversation_url	same_session	present_nonempty	artifactExpectation_present_ae.claimed_artifacts_present_empty	claim_failed_controls_absent	none	none	event.prior.PollStarted	artifact.controls_absent	0	payload.N045.ae-claimed	terminal.poll_terminal_artifact_failure	artifact.controls_absent	false	artifact.controls_absent	0	false	none	0	0	2	receipt.answer.poll_terminal,receipt.failure.provider	event.prior.PollStarted,event.ProviderAnswerTerminalR12,event.ProviderArtifactClaimEstablishedR12,event.ProviderArtifactControlsAbsentR12,event.ProviderArtifactClaimFailedR12,event.ProviderTerminalPersistedR12	answer.terminal.no_artifact.persist	legal.N045.ae-claimed	cmd.N045.ae-claimed	stacks/gpt-webai-slot-pool	0	0	state.request.terminal.artifact_failed	oracle.receipt.answer.poll_terminal.valid,oracle.receipt.failure.provider.valid	answer.terminal.no_artifact.valid
45	poll	exit_0	artifact.controls_absent	artifact_controls_absent	N045.ae-optional	ae.optional	present_nonempty_validated	conversation_url	same_session	present_nonempty	artifactExpectation_present_ae.optional_artifacts_present_empty	claim_failed_controls_absent	none	none	event.prior.PollStarted	artifact.controls_absent	0	payload.N045.ae-optional	terminal.poll_terminal_artifact_failure	artifact.controls_absent	false	artifact.controls_absent	0	false	none	0	0	2	receipt.answer.poll_terminal,receipt.failure.provider	event.prior.PollStarted,event.ProviderAnswerTerminalR12,event.ProviderArtifactClaimEstablishedR12,event.ProviderArtifactControlsAbsentR12,event.ProviderArtifactClaimFailedR12,event.ProviderTerminalPersistedR12	answer.terminal.no_artifact.persist	legal.N045.ae-optional	cmd.N045.ae-optional	stacks/gpt-webai-slot-pool	0	0	state.request.terminal.artifact_failed	oracle.receipt.answer.poll_terminal.valid,oracle.receipt.failure.provider.valid	answer.terminal.no_artifact.valid
45	poll	exit_0	artifact.controls_absent	artifact_controls_absent	N045.ae-required	ae.required	present_nonempty_validated	conversation_url	same_session	present_nonempty	artifactExpectation_present_ae.required_artifacts_present_empty	claim_failed_controls_absent	none	none	event.prior.PollStarted	artifact.controls_absent	0	payload.N045.ae-required	terminal.poll_terminal_artifact_failure	artifact.controls_absent	false	artifact.controls_absent	0	false	none	0	0	2	receipt.answer.poll_terminal,receipt.failure.provider	event.prior.PollStarted,event.ProviderAnswerTerminalR12,event.ProviderArtifactClaimEstablishedR12,event.ProviderArtifactControlsAbsentR12,event.ProviderArtifactClaimFailedR12,event.ProviderTerminalPersistedR12	answer.terminal.no_artifact.persist	legal.N045.ae-required	cmd.N045.ae-required	stacks/gpt-webai-slot-pool	0	0	state.request.terminal.artifact_failed	oracle.receipt.answer.poll_terminal.valid,oracle.receipt.failure.provider.valid	answer.terminal.no_artifact.valid
46	poll	exit_0	artifact.download_timeout	artifact_download_timeout	N046.ae-claimed.artifact-empty	ae.claimed	present_nonempty_validated	conversation_url	same_session	present_nonempty	artifactExpectation_present_ae.claimed_artifacts_present_empty	claim_failed_download_timeout	none	none	event.prior.PollStarted	artifact.download_timeout	0	payload.N046.ae-claimed.artifact-empty	terminal.poll_terminal_artifact_failure	artifact.download_timeout	false	artifact.download_timeout	0	false	none	0	0	2	receipt.answer.poll_terminal,receipt.failure.provider	event.prior.PollStarted,event.ProviderAnswerTerminalR12,event.ProviderArtifactClaimEstablishedR12,event.ProviderArtifactControlsDiscoveredR12,event.ProviderArtifactDownloadAttemptConsumedR12,event.ProviderArtifactClaimFailedR12,event.ProviderTerminalPersistedR12	answer.terminal.no_artifact.persist	legal.N046.ae-claimed.artifact-empty	cmd.N046.ae-claimed.artifact-empty	stacks/gpt-webai-slot-pool	0	0	state.request.terminal.artifact_failed	oracle.receipt.answer.poll_terminal.valid,oracle.receipt.failure.provider.valid	answer.terminal.no_artifact.valid
46	poll	exit_0	artifact.download_timeout	artifact_download_timeout	N046.ae-claimed.artifact-nonempty	ae.claimed	present_nonempty_validated	conversation_url	same_session	present_nonempty	artifactExpectation_present_ae.claimed_artifacts_present_nonempty_diagnostic	claim_failed_download_timeout	none	none	event.prior.PollStarted	artifact.download_timeout	0	payload.N046.ae-claimed.artifact-nonempty	terminal.poll_terminal_artifact_failure	artifact.download_timeout	false	artifact.download_timeout	0	false	none	0	0	2	receipt.answer.poll_terminal,receipt.failure.provider	event.prior.PollStarted,event.ProviderAnswerTerminalR12,event.ProviderArtifactClaimEstablishedR12,event.ProviderArtifactControlsDiscoveredR12,event.ProviderArtifactDownloadAttemptConsumedR12,event.ProviderArtifactClaimFailedR12,event.ProviderTerminalPersistedR12	answer.terminal.no_artifact.persist	legal.N046.ae-claimed.artifact-nonempty	cmd.N046.ae-claimed.artifact-nonempty	stacks/gpt-webai-slot-pool	0	0	state.request.terminal.artifact_failed	oracle.receipt.answer.poll_terminal.valid,oracle.receipt.failure.provider.valid	answer.terminal.no_artifact.valid
46	poll	exit_0	artifact.download_timeout	artifact_download_timeout	N046.ae-none.artifact-empty	ae.none	present_nonempty_validated	conversation_url	same_session	present_nonempty	artifactExpectation_present_ae.none_artifacts_present_empty	claim_failed_download_timeout	none	none	event.prior.PollStarted	artifact.download_timeout	0	payload.N046.ae-none.artifact-empty	terminal.poll_terminal_artifact_failure	artifact.download_timeout	false	artifact.download_timeout	0	false	none	0	0	2	receipt.answer.poll_terminal,receipt.failure.provider	event.prior.PollStarted,event.ProviderAnswerTerminalR12,event.ProviderArtifactClaimEstablishedR12,event.ProviderArtifactControlsDiscoveredR12,event.ProviderArtifactDownloadAttemptConsumedR12,event.ProviderArtifactClaimFailedR12,event.ProviderTerminalPersistedR12	answer.terminal.no_artifact.persist	legal.N046.ae-none.artifact-empty	cmd.N046.ae-none.artifact-empty	stacks/gpt-webai-slot-pool	0	0	state.request.terminal.artifact_failed	oracle.receipt.answer.poll_terminal.valid,oracle.receipt.failure.provider.valid	answer.terminal.no_artifact.valid
46	poll	exit_0	artifact.download_timeout	artifact_download_timeout	N046.ae-none.artifact-nonempty	ae.none	present_nonempty_validated	conversation_url	same_session	present_nonempty	artifactExpectation_present_ae.none_artifacts_present_nonempty_diagnostic	claim_failed_download_timeout	none	none	event.prior.PollStarted	artifact.download_timeout	0	payload.N046.ae-none.artifact-nonempty	terminal.poll_terminal_artifact_failure	artifact.download_timeout	false	artifact.download_timeout	0	false	none	0	0	2	receipt.answer.poll_terminal,receipt.failure.provider	event.prior.PollStarted,event.ProviderAnswerTerminalR12,event.ProviderArtifactClaimEstablishedR12,event.ProviderArtifactControlsDiscoveredR12,event.ProviderArtifactDownloadAttemptConsumedR12,event.ProviderArtifactClaimFailedR12,event.ProviderTerminalPersistedR12	answer.terminal.no_artifact.persist	legal.N046.ae-none.artifact-nonempty	cmd.N046.ae-none.artifact-nonempty	stacks/gpt-webai-slot-pool	0	0	state.request.terminal.artifact_failed	oracle.receipt.answer.poll_terminal.valid,oracle.receipt.failure.provider.valid	answer.terminal.no_artifact.valid
